Array,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4
PTN11_539_551,2,0,2,1,0,5,1,2,3,1,4,4,1,1,5,0,1,4,2,1,4,2,2,4,1,-1,5,0,1,4,2,1,2,0,3,5,1,2,1,-1,2,4,1,4,3,-1,2,6,0,3,2,-2,3,4,0,2,3,1,1,5,-1,2,3,1,1,1,3,9,1,0,3,-1,1,3,2,2,1,0,2,5,1,2,2,0,0,4,1,-1,3,0,2,3,2,2,3,0,0,4,0,2,3,2,2,1,0,2,2,1,-1,2,0,1,2,0,0,1,0,0,-1,0,0,0,1,0,-2,0,1,1,-2,2,2,0,-1,-1,-2,-1,1,3,4,0,0,4,1,-1,4,2,0,3,1,1,2,2,0,1,1,1,2,-2,1,3,1,1,2,-1,1,2,1,0,1,2,1,3,2,0,2,0,1,1,0,-1,3,1,2,2,2,1,3,0,-2,2,2,0,1,0,0,2,0,1,-1,0,1,-1,-3,1,2,1,0,-1,1,1,0,1,4,1,2,3,1,1,3,1,3,3,0,1,2,1,1,4,1,3,2,0,2,3,0,2,3,0,4,5,-1,2,2,1,1,4,1,2,2,1,2,1,0,1,2,1,1,1,0,2,4,1,1,3,1,1,3,-1,2,1,4,4
PTN11_541_551,2,0,3,-1,1,-1,0,1,0,-1,1,1,-1,1,2,0,2,2,1,1,0,1,1,1,2,1,0,2,-2,2,1,2,-1,0,1,1,0,1,1,1,1,-1,0,1,-1,2,2,3,1,0,0,1,0,1,1,2,0,0,-1,5,-2,2,-1,0,0,0,4,3,1,-1,2,0,1,0,0,0,1,-1,0,-1,-1,1,0,0,-1,1,2,-1,4,0,1,0,0,-1,2,0,1,1,0,1,0,0,1,0,-1,0,1,1,1,0,1,0,1,0,-1,-2,1,0,-2,-1,0,1,0,0,-1,-1,-1,0,0,1,0,0,0,2,3,4,0,0,0,0,0,-1,-1,2,-1,-1,2,3,0,0,-1,-1,0,-1,0,2,0,1,-1,1,-1,-1,-1,0,-1,-1,0,1,-1,0,-1,-1,0,0,0,1,-2,1,-2,0,-1,0,1,0,0,1,-3,-1,0,0,0,-1,1,-1,2,0,-1,0,-1,0,-2,-3,-2,1,1,0,0,-1,-1,1,1,2,1,0,1,0,1,1,3,0,1,2,-1,1,2,1,1,2,-1,2,0,1,1,3,1,0,3,1,2,3,1,2,1,-1,0,1,1,1,3,0,1,2,1,0,2,-1,1,2,0,3,3,1,1,0,0,-1,2,1,0,1,-1,3
MUSK_548_560,0,2,1,0,-1,0,1,0,1,0,-2,-1,0,1,-2,0,-2,-2,0,-2,1,-1,-1,1,-2,-1,-3,1,0,-3,-1,-2,-4,-1,0,-2,-1,-1,-1,0,-1,-4,-1,-3,-3,0,-4,-3,-1,-1,3,-2,-2,0,0,0,-3,-2,-3,-2,1,-3,-1,-2,0,-5,-2,2,0,1,2,1,1,0,0,-1,0,0,1,0,0,-1,0,1,-1,-1,0,0,-1,0,1,-2,0,0,-3,-1,1,-3,-1,-3,-3,-1,-2,-2,0,-2,-3,-1,0,-4,-2,-1,-3,-2,-1,-4,0,-1,-3,-1,-3,-2,1,-1,-1,-2,-1,-5,-1,-2,-1,0,-2,-2,-6,-7,0,0,1,0,1,2,1,1,1,0,0,1,-1,2,0,0,0,0,0,-1,-2,0,0,-3,1,1,1,0,0,0,0,1,-1,0,0,2,1,2,-1,1,0,0,0,1,0,-1,0,-1,-2,1,-1,1,0,0,0,0,2,2,-1,0,0,-1,2,0,1,-1,2,2,1,0,2,1,-1,0,0,-1,0,0,1,-1,-1,2,0,0,-1,-1,-2,0,0,1,1,-2,-1,-1,-1,-2,1,-3,0,-1,-6,0,-1,-2,-1,-2,-1,-2,-2,-1,-1,-2,-3,-1,-1,-2,-1,-2,-1,-2,-3,-4,0,-3,-4,-1,-2,-3,-1,-1,0,-1,-1,-2,-2,4
PRGR_545_557,-1,0,-2,1,0,0,0,0,-1,0,-1,1,-2,0,-2,-1,-1,2,0,-1,1,1,2,0,0,-2,1,-1,2,1,-1,0,3,-1,1,2,1,-1,2,-2,3,4,1,2,4,0,2,3,1,0,3,0,1,6,-2,2,5,1,2,5,1,3,4,0,0,2,7,13,0,1,-2,0,0,-1,1,-2,-2,0,0,-3,-1,-1,-1,1,-3,-3,0,0,0,-1,-1,-2,1,1,2,-1,-2,1,1,-1,-1,0,0,-1,-2,1,0,1,-1,1,-1,0,3,0,0,0,0,1,0,-1,1,-1,0,2,1,0,1,3,0,0,1,-1,1,0,1,3,0,0,-1,0,-1,-2,-1,-1,2,0,-1,-1,0,0,-1,1,0,-2,0,-2,-2,0,0,1,-2,0,0,1,0,-1,1,0,0,1,0,0,0,0,1,-1,-1,0,0,1,1,1,2,1,-1,0,2,2,1,0,-1,2,-1,1,0,0,-1,-1,1,0,3,2,3,4,1,0,0,1,1,1,0,0,0,-1,1,-1,0,2,0,0,-1,-3,0,0,0,0,1,2,0,-1,0,-1,0,0,0,2,1,0,1,-1,0,2,0,0,-2,-2,0,2,-1,0,1,1,2,-1,2,0,-1,0,-2,1,2,0,-1,0,0,2,3,1,0,-1,2,5
PTN6_558_570,0,0,2,2,2,3,1,4,6,2,10,15,4,13,26,5,16,32,7,15,41,10,22,47,11,22,52,10,25,54,13,28,62,13,35,79,15,39,70,15,40,86,19,48,91,19,48,88,20,44,103,22,52,115,23,52,117,22,61,117,23,65,131,15,27,72,142,266,-1,0,-1,1,0,2,0,2,4,1,3,7,0,3,6,3,5,10,2,4,9,2,5,16,4,9,18,5,10,18,4,11,17,4,12,25,8,12,25,5,15,29,6,15,31,4,16,33,6,19,36,9,18,33,7,18,41,10,20,39,8,20,44,3,10,22,50,82,-1,1,1,-1,-1,1,0,0,3,0,-2,3,1,3,5,1,4,5,0,4,5,1,2,8,-1,3,7,2,4,8,4,4,13,3,2,14,1,4,13,4,5,14,4,10,17,3,8,16,4,9,16,3,10,20,5,12,22,4,12,21,5,8,26,2,5,9,31,58,-1,1,0,0,1,3,1,1,5,1,4,5,2,3,9,0,5,11,2,7,13,4,8,18,6,9,23,4,12,20,6,15,32,6,14,26,5,15,36,7,20,35,7,19,39,10,25,44,9,23,50,7,27,47,12,27,54,9,26,57,10,26,62,7,12,38,79,149
FAK1_569_581,0,0,2,0,1,2,1,2,7,1,5,5,2,2,8,0,4,11,1,7,10,2,8,10,3,7,13,3,5,12,2,6,14,4,8,14,3,5,17,4,6,17,3,9,21,3,9,19,3,11,18,4,9,19,4,11,16,5,10,19,4,13,20,3,6,12,19,42,0,-1,1,1,0,1,1,1,6,0,1,4,0,3,7,1,1,3,0,3,9,1,4,6,2,2,7,1,2,9,3,3,7,1,5,6,2,1,7,2,3,7,1,5,7,3,6,9,2,5,9,1,5,10,3,5,11,3,7,11,3,3,9,1,2,6,8,15,1,2,4,1,1,0,1,0,3,2,3,-2,0,2,2,0,1,5,0,1,5,1,2,5,2,3,4,1,0,6,2,1,4,0,4,7,1,2,8,0,4,8,3,4,9,2,4,8,2,3,8,2,4,9,0,3,4,1,4,6,2,3,7,1,1,5,6,16,1,1,1,1,2,1,1,2,4,0,0,4,1,5,6,2,3,5,1,3,6,0,4,6,1,5,6,2,5,11,2,4,11,4,5,10,1,2,12,3,5,13,1,7,11,1,7,12,2,5,12,4,6,12,3,8,11,2,6,16,3,8,17,0,3,8,14,31
JAK2_563_577,0,0,1,-1,1,3,0,4,7,3,6,7,0,6,11,2,6,12,3,8,15,5,9,17,3,9,21,4,11,24,4,16,28,4,15,29,7,18,31,8,17,33,8,18,37,11,23,39,8,19,43,9,22,45,10,23,44,10,25,48,10,26,50,5,9,24,53,105,1,-1,-1,1,-1,0,-1,2,0,0,-2,-1,-1,-1,2,0,1,3,2,1,2,1,4,6,1,4,7,1,2,9,2,3,9,2,3,9,3,6,11,2,4,13,2,6,11,2,7,13,1,5,14,4,7,17,4,5,16,3,8,13,4,9,17,3,3,10,23,42,0,0,0,-2,-1,-1,-1,0,1,1,0,1,-1,-1,-2,-1,2,1,0,1,2,0,1,3,0,2,5,2,2,2,0,2,4,0,1,5,0,2,7,0,4,6,1,4,7,0,4,8,4,1,8,3,4,11,2,3,9,3,7,8,2,5,12,2,0,6,12,29,0,-1,1,2,1,0,0,0,3,0,1,1,1,2,4,2,4,8,2,5,7,2,6,7,2,7,12,4,3,14,1,8,15,3,10,14,4,10,18,3,10,19,5,10,23,6,13,18,5,13,18,6,14,25,7,14,31,6,13,28,7,19,32,3,7,14,28,57
FAK2_572_584,2,-1,3,1,1,5,2,3,11,4,5,14,5,8,18,5,11,22,6,13,26,4,14,30,1,17,31,5,18,35,7,20,37,10,25,43,9,25,48,10,22,51,10,25,55,11,28,54,12,28,61,12,28,61,12,30,66,15,32,65,15,33,69,8,15,38,74,151,-2,-1,1,1,1,5,1,3,6,1,1,7,1,3,10,1,3,10,3,4,10,2,5,14,2,9,13,3,7,7,4,8,13,2,8,11,4,10,17,4,7,21,4,11,21,6,10,19,6,10,22,5,12,23,1,12,27,5,15,27,6,16,28,3,5,12,27,54,0,2,3,1,0,3,-1,2,4,-1,1,4,2,0,5,0,4,7,2,3,9,1,3,9,0,5,6,1,5,11,2,4,8,3,5,11,3,6,13,4,8,16,2,1,16,4,7,16,4,7,18,4,7,16,1,7,19,4,8,21,3,10,18,1,5,9,16,43,0,0,-1,-1,1,1,1,2,4,1,7,9,2,6,11,0,5,14,3,8,17,4,9,18,4,9,20,4,11,27,1,12,24,6,13,27,6,13,30,8,15,30,6,17,36,5,17,40,7,18,38,7,19,41,10,21,44,10,22,43,10,24,48,4,11,19,43,87
PGFRB_572_584,0,1,2,0,2,5,3,3,13,3,11,22,6,15,29,8,19,39,10,24,52,11,32,64,12,35,70,15,40,82,18,47,89,20,50,95,21,56,106,24,58,121,25,63,129,27,70,134,31,74,152,29,78,153,34,82,164,35,84,171,36,88,182,18,36,86,171,353,0,1,-1,0,1,2,1,0,4,0,4,8,2,4,8,1,6,11,4,5,17,3,7,16,3,9,18,5,11,24,5,12,27,5,14,29,7,15,35,6,16,38,7,18,39,9,21,40,8,20,45,10,21,50,10,27,50,11,26,56,9,25,55,7,13,32,62,126,0,1,-1,0,1,1,0,0,4,1,1,2,1,3,3,1,3,6,2,2,6,2,4,7,2,4,9,2,6,11,3,6,12,4,7,14,3,7,16,4,6,17,2,9,17,3,10,21,5,9,22,3,12,29,3,8,23,4,16,25,5,16,26,3,6,15,32,68,-1,1,1,1,-1,1,1,2,7,1,5,6,3,8,16,4,11,21,4,13,21,6,15,29,8,17,36,9,22,45,9,22,54,11,26,56,11,31,60,12,34,66,13,36,72,16,40,78,15,41,83,20,44,90,19,45,91,20,47,101,19,53,103,8,19,51,100,209
PTN11_580_590,-1,0,1,0,0,5,1,1,3,2,2,6,1,4,9,0,6,11,3,5,10,3,7,14,3,8,17,2,13,20,6,10,20,6,9,25,6,11,25,5,13,28,6,18,22,5,12,29,7,16,36,5,18,34,7,18,-7,6,19,38,9,17,40,1,9,23,48,98,1,1,0,1,-1,0,1,-1,0,0,-1,1,0,2,1,0,1,0,1,-1,3,2,1,2,1,0,3,2,2,3,3,1,5,1,2,9,-1,2,9,2,3,9,1,4,6,0,2,9,0,3,8,2,4,8,0,6,2,0,5,4,1,4,3,2,3,7,17,36,0,-1,1,0,0,-2,1,0,0,-1,0,2,-1,0,4,0,-2,0,0,1,2,0,1,3,1,2,2,1,3,3,0,2,6,0,3,7,-1,1,6,0,4,5,1,2,6,1,1,6,1,1,9,3,3,6,2,5,6,3,1,7,1,3,7,1,2,6,11,22,0,2,0,0,1,0,-1,1,3,1,2,2,-1,0,3,0,3,4,1,1,4,3,2,1,1,4,6,2,6,7,3,4,9,2,5,10,2,7,6,1,7,14,2,7,17,2,7,12,3,6,12,3,8,10,4,7,12,4,10,15,2,9,13,1,3,10,16,32
EPHA2_581_593,0,0,2,1,0,1,-1,-1,-1,-1,-1,-2,0,-2,-1,-1,-2,0,0,-1,-1,1,1,-3,0,-2,-2,-1,-2,0,0,-2,-2,1,-1,-2,-2,-1,-2,1,0,-2,-1,-2,-3,0,-1,-1,0,-1,-1,-1,-3,0,-1,-3,-1,-1,0,-4,0,-2,-1,0,-2,-3,-7,-11,0,1,-1,-1,1,0,-1,0,-3,0,-1,0,0,0,-2,2,1,-1,-2,-1,-1,-2,-1,0,0,0,0,0,0,-2,1,0,-3,-2,-2,-2,-1,-2,-2,-2,0,0,1,1,-2,-1,1,0,1,0,-3,1,-1,1,0,-1,0,-1,0,1,1,-2,-1,2,2,2,5,4,1,0,0,0,0,-1,0,-2,-1,-1,0,1,0,-1,-1,2,1,-1,-1,1,-2,-1,1,-1,-1,0,-2,0,1,0,-1,0,0,2,0,0,0,-1,-1,0,0,2,0,-2,0,1,0,-1,0,-1,-2,0,1,2,1,1,0,1,0,-1,0,1,1,1,0,-1,2,1,-1,-1,0,-2,-1,1,-1,-1,1,-1,-1,-2,2,0,1,-1,0,-1,0,-1,0,-1,-4,-2,0,0,0,0,0,0,0,0,0,0,0,1,-1,-2,0,-2,-1,-3,0,-1,-2,-1,-3,0,1,1,-1,-1,-3,0,0,-1,-1,0,1,0,-2,0,-2,-1,1,1,-2,-2
EPHB4_583_595,-1,-1,0,0,-1,0,0,-1,1,0,0,0,0,0,-1,0,0,-2,1,0,-1,1,1,1,0,0,0,0,-1,2,-1,0,0,1,0,2,1,-2,-1,1,2,1,-1,1,0,-1,0,0,0,0,0,-1,0,0,1,2,2,0,0,2,1,0,4,-1,0,1,0,2,-1,1,0,1,-1,-1,2,-1,1,1,0,0,2,0,0,1,0,2,0,0,0,-1,1,-1,1,1,-3,0,1,0,0,2,2,0,1,1,2,1,4,0,1,1,1,0,0,-1,1,1,-1,1,2,-1,-1,1,0,1,3,0,2,2,-2,1,-2,0,0,1,1,3,0,1,2,1,-2,-1,0,0,-1,0,2,0,0,-1,0,0,0,2,-1,1,0,-1,0,3,-2,-1,-1,0,-1,-1,0,1,0,0,1,2,-1,-1,0,0,1,-1,0,1,2,1,1,3,1,1,1,0,2,4,0,1,2,1,2,1,0,0,0,0,0,0,2,3,0,0,1,-1,1,3,0,2,1,0,1,0,2,2,-1,-1,2,2,1,1,1,1,1,2,0,0,0,0,1,1,0,1,5,1,2,1,0,0,2,2,1,2,0,2,1,2,1,-1,1,2,1,1,0,1,1,0,3,1,0,2,0,-1,1,2,0,2,1,6
EPHA4_589_601,0,0,0,0,-1,0,2,0,3,-1,0,2,0,4,1,1,1,1,0,0,3,0,-1,3,1,0,1,1,0,2,0,2,3,1,4,3,0,-1,8,0,1,3,2,1,5,1,1,7,0,4,5,0,3,5,1,1,4,1,2,3,0,3,5,0,-1,1,1,11,-1,1,-1,1,-1,1,-1,0,1,2,-1,-2,0,0,0,0,-1,-2,-1,1,0,-1,1,-3,-1,2,2,0,3,0,1,3,4,0,2,2,2,0,1,0,1,2,1,-1,4,-1,-1,1,1,1,4,1,1,2,0,-1,4,-1,1,0,1,2,4,2,-2,2,6,2,0,1,1,0,0,1,2,1,0,0,0,2,1,2,1,1,0,2,0,0,3,1,1,3,0,0,3,1,1,1,1,0,1,0,2,4,-1,-1,0,1,1,3,-1,2,2,0,3,2,0,2,5,-1,-1,2,0,1,4,1,4,1,1,0,2,1,0,3,6,6,1,1,2,0,1,2,2,-1,-1,0,0,0,1,1,2,0,3,4,0,0,1,1,2,1,2,3,3,1,2,3,-1,0,4,-1,2,3,-1,2,4,-1,3,1,2,2,4,1,2,3,0,2,0,1,2,4,0,3,3,0,2,4,1,2,5,1,1,2,2,7
P85A_600_612,0,1,3,1,4,6,6,11,25,8,21,39,11,29,59,15,37,79,21,48,97,21,59,120,27,68,140,30,79,163,33,91,177,41,103,202,45,114,227,48,120,249,53,136,263,57,142,286,62,154,305,65,162,322,69,173,355,75,185,364,79,194,389,42,85,204,422,820,1,-1,0,0,1,0,0,0,4,1,2,5,2,6,9,2,7,15,4,9,17,5,12,27,5,14,26,8,16,28,6,15,33,7,21,39,8,21,47,9,26,51,12,25,54,12,30,61,12,31,62,15,38,71,13,36,72,14,42,78,16,42,83,6,14,34,69,148,0,1,0,-1,2,-1,-1,0,1,-1,1,4,2,4,4,2,2,7,2,6,11,3,6,16,2,9,18,4,10,20,4,11,21,6,12,26,6,14,26,4,15,31,6,12,23,5,17,35,8,19,42,8,16,43,8,21,46,11,25,48,12,28,51,6,11,31,62,134,-2,1,0,0,0,3,1,3,9,3,5,13,3,11,17,5,13,28,7,17,32,9,24,47,8,30,58,12,35,65,16,38,80,19,45,92,18,52,102,23,58,113,24,61,132,28,66,142,27,76,152,31,83,170,34,91,184,36,89,190,39,102,211,25,50,119,238,498
EPHA7_607_619,0,0,1,0,2,3,2,3,5,3,5,13,3,8,19,5,13,24,7,15,31,7,17,36,8,21,43,10,20,48,11,25,51,13,30,57,13,32,64,15,34,71,16,37,77,14,38,78,16,41,89,17,43,85,17,45,90,21,47,94,19,49,97,11,20,51,101,202,-1,0,1,0,0,-3,1,1,2,0,2,2,1,4,7,0,3,6,1,8,11,2,6,9,3,6,13,3,9,15,4,5,18,5,10,18,5,11,22,4,11,20,5,13,19,5,13,26,-1,15,28,7,14,29,7,13,31,5,15,33,7,17,35,3,5,18,28,63,-1,-1,-1,1,1,0,0,1,1,0,3,-1,0,0,5,2,2,4,2,2,5,1,3,6,2,5,8,1,4,10,3,5,8,1,1,10,1,6,11,2,5,14,4,6,11,2,8,14,4,7,16,3,8,16,5,9,19,3,9,20,2,8,20,2,5,13,21,41,0,1,-1,1,1,1,0,2,2,0,2,6,3,2,7,2,5,11,2,9,14,3,9,20,4,10,16,5,13,23,8,16,33,6,17,33,7,18,36,8,18,41,8,18,45,6,22,44,9,24,49,10,25,54,6,29,56,13,27,54,11,29,63,8,16,36,66,137
PTN11_57_67,1,1,1,4,3,13,2,11,24,6,14,32,10,23,49,13,28,64,15,36,73,16,42,87,18,49,99,22,54,104,26,57,116,25,63,133,25,69,141,31,78,158,31,81,165,34,87,173,36,93,187,37,97,192,41,104,199,39,106,217,46,114,227,23,46,120,240,495,1,0,0,-1,3,1,0,3,7,2,5,9,3,5,15,2,8,18,5,10,23,6,14,25,6,15,29,8,15,34,6,22,38,8,20,44,9,22,44,9,26,52,11,26,54,11,29,54,10,30,64,12,32,66,11,37,71,11,31,73,17,40,75,7,16,39,75,161,1,1,-1,0,1,4,0,4,3,2,3,5,2,3,10,5,4,12,2,5,15,3,8,15,3,7,17,3,10,12,4,11,18,1,13,26,5,14,26,6,13,28,5,13,32,7,16,35,8,18,40,10,19,40,7,20,41,10,24,44,11,22,48,6,11,27,52,107,0,0,0,1,2,3,1,3,6,3,6,15,3,9,18,4,11,28,6,17,35,9,13,39,9,16,50,11,26,60,15,31,66,13,34,72,15,40,83,17,42,89,15,48,98,20,52,105,20,52,117,23,55,118,27,65,135,25,64,129,23,68,144,18,29,84,166,326
K2C6B_53_65,-1,0,2,0,2,5,3,3,6,0,4,8,3,6,5,1,7,10,2,5,11,2,3,10,2,6,11,3,5,13,3,6,13,2,7,11,2,9,13,4,7,15,4,8,16,5,11,15,3,9,16,3,7,17,2,8,14,2,8,14,3,6,18,-1,3,7,16,29,1,1,-1,1,2,5,-1,1,2,0,2,1,1,4,4,-1,1,5,2,3,3,0,2,5,1,1,4,0,2,7,1,4,-1,0,3,4,1,2,4,1,0,4,-1,3,6,1,3,6,2,2,6,1,3,6,1,3,3,1,3,5,1,2,7,0,1,5,9,14,1,1,2,0,1,3,1,2,2,0,0,3,2,2,1,-1,-1,0,0,1,4,-2,2,0,1,1,3,1,0,1,0,2,1,2,1,0,1,1,4,1,1,5,1,3,3,0,2,4,-1,1,3,0,2,5,1,2,4,-1,4,5,0,2,3,-1,0,0,5,10,-1,2,1,0,1,3,1,3,4,1,3,3,0,5,9,1,5,6,2,1,8,1,4,8,0,5,8,2,3,7,2,4,8,3,1,7,0,5,11,0,4,9,2,6,11,1,6,12,0,2,11,2,6,11,4,5,13,-2,4,11,3,8,11,1,2,4,10,19
GAB1_622_632,-1,-1,1,-1,1,-1,-1,0,-2,0,-1,1,2,2,2,1,0,3,0,-1,-1,1,1,3,-1,1,3,0,2,1,1,1,3,0,3,4,0,0,3,1,1,4,-1,2,4,1,4,5,0,0,6,3,4,6,1,2,7,1,2,6,3,4,7,2,2,4,8,21,0,1,-1,-1,0,-1,-1,0,-1,0,-1,-2,-1,0,-1,-1,1,1,1,-1,-1,2,-1,-1,-2,-1,-2,-1,0,-1,-2,0,1,0,0,0,0,0,-3,0,2,-1,1,1,1,-1,0,0,1,1,-3,2,1,0,1,-1,0,0,0,1,0,1,1,0,3,4,5,10,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-2,1,0,0,1,-2,-1,0,-1,-1,0,0,0,-1,-1,-1,1,-2,-3,1,-2,1,1,-1,1,0,-1,0,-1,0,1,0,-1,0,0,-2,-1,1,2,-1,0,1,-2,0,1,-1,1,1,0,0,-2,-1,2,0,1,0,3,1,0,0,1,0,2,-1,0,-2,0,0,-2,0,-1,-1,1,-1,0,0,0,-1,1,-1,-1,1,1,2,0,1,1,0,-1,0,0,1,-1,0,-1,3,1,2,1,0,0,3,1,1,3,-1,0,2,0,1,0,-1,1,2,1,0,4,1,2,3,1,3,2,3,10
IRS2_626_638,0,-2,-1,0,2,4,3,4,9,3,7,15,3,12,24,7,14,32,4,18,39,7,23,44,9,25,52,11,29,59,12,32,66,14,34,72,17,38,78,18,44,84,19,45,92,19,49,94,20,51,102,22,52,107,22,56,112,23,55,118,25,62,125,13,25,59,120,232,-1,2,0,-1,0,0,0,1,3,0,1,3,2,-1,7,2,2,9,3,5,11,3,8,16,3,8,17,3,9,20,5,9,18,5,11,22,5,13,24,7,15,28,5,13,32,5,15,30,7,16,36,7,15,35,8,17,38,7,19,42,9,19,42,4,11,27,53,108,1,2,1,1,1,1,1,2,3,1,3,3,3,2,7,2,5,6,1,6,11,1,4,11,2,5,13,2,7,15,5,7,16,2,7,20,3,8,18,4,8,15,6,9,22,4,10,24,4,14,22,5,13,26,4,14,26,7,16,30,7,17,31,3,7,16,31,65,0,-1,-1,1,0,0,2,3,5,2,3,5,4,6,12,5,8,15,5,11,21,6,13,28,6,16,30,7,16,35,7,18,38,8,22,43,10,21,49,9,27,56,12,30,61,8,30,64,15,35,69,14,40,74,15,38,76,15,43,79,18,40,88,8,13,36,76,148
ZBT16_621_633,1,0,2,2,2,3,1,1,2,0,2,3,1,3,6,0,4,7,2,3,7,3,3,6,3,5,7,1,4,6,0,3,7,0,3,7,0,3,6,2,3,7,2,3,5,2,3,8,-1,5,7,1,6,11,2,3,9,0,3,7,1,2,8,0,1,3,9,12,0,1,1,0,1,0,0,0,0,0,2,1,2,0,3,0,-1,3,-1,0,2,0,0,2,0,0,2,1,2,3,-1,1,0,1,0,2,0,1,1,0,1,2,0,0,1,0,2,3,-1,2,3,0,2,3,0,2,1,-2,3,3,1,-1,1,1,0,-1,2,3,1,0,3,1,3,3,-1,2,3,0,0,2,0,1,3,-1,2,4,2,2,4,-1,3,4,1,1,4,2,2,4,0,1,5,0,1,1,0,-1,3,1,0,2,1,0,1,1,0,-1,1,2,2,-2,2,3,-1,0,3,0,0,3,0,0,2,0,0,2,2,3,0,1,2,1,1,2,2,-1,3,0,2,5,1,1,2,0,3,4,1,1,3,1,1,5,-1,1,5,1,3,4,2,1,5,-1,2,5,1,2,4,1,2,6,1,4,4,2,2,6,1,2,5,2,3,6,0,1,2,5,4,7,1,3,6,-1,0,0,4,9
STAT6_634_646,0,3,2,0,1,0,1,-1,-1,-1,0,0,2,0,1,-2,0,0,0,-2,1,-1,-1,0,1,-1,0,0,-1,-1,0,0,0,-1,0,1,0,-1,1,1,-1,2,0,-1,-1,-2,-1,-2,0,1,-1,-1,-2,-1,1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-2,-1,1,1,-1,-1,1,1,0,-2,-1,0,-1,1,-1,-1,1,0,1,-2,0,2,-1,-1,-2,0,1,1,-3,1,0,-2,0,-1,-4,-1,1,0,0,-1,-2,-1,0,-1,1,-2,0,-1,1,-3,1,-1,-1,1,-3,-1,-1,-2,-3,-1,0,-2,0,0,-1,0,0,-2,-1,-5,1,-2,1,-1,2,0,1,1,-1,0,-2,-2,0,1,-3,1,-2,-3,1,-2,-2,0,-1,-2,-1,-1,0,0,-3,-2,1,0,0,0,0,-3,0,-1,-2,-1,-1,0,1,-1,-2,0,-2,-1,0,-1,0,-1,-1,-1,0,-1,-1,1,0,-1,0,-1,-1,0,-1,-1,-3,-3,1,-1,-1,0,1,-1,0,0,0,-1,-1,0,-1,0,-2,0,1,-2,1,-1,2,-1,-2,-1,0,0,-1,1,-1,-1,0,1,-1,0,1,0,1,0,0,0,-1,1,2,-1,-1,2,-1,2,0,0,-1,0,0,-2,1,0,0,1,1,-2,-1,-2,-2,0,1,1,-2,-1
GAB2_638_648,-1,1,-1,-1,-1,-1,0,0,-4,-2,0,-2,-2,-1,-2,0,0,-2,0,1,0,0,2,-2,-1,1,0,-1,2,0,1,1,2,-1,1,2,0,2,5,0,2,5,1,3,5,2,3,6,0,1,7,2,4,5,1,2,6,3,1,5,0,3,8,1,1,4,7,16,1,0,0,-1,-1,-3,-1,0,-2,1,-3,-2,0,-1,1,0,0,-2,0,0,-1,-1,0,-2,2,2,-1,1,-1,-2,0,1,0,0,0,1,-1,1,2,-1,2,3,1,-1,-1,1,-1,2,-1,3,1,0,1,3,1,1,2,0,2,3,-2,0,-1,-1,1,2,5,11,-1,0,0,1,-1,-5,0,-1,-4,0,0,-2,0,-1,-1,-1,-1,1,0,-1,-1,1,0,-2,-1,-2,-1,0,1,-1,0,-1,0,1,1,-1,0,0,-1,1,0,1,0,0,0,1,0,1,1,3,0,1,1,2,0,2,2,0,1,1,1,0,1,0,0,2,1,5,0,0,1,0,-1,0,1,-1,0,0,0,-3,2,-1,0,0,-1,0,0,1,-1,0,2,-1,-1,2,2,0,1,3,1,3,1,1,3,3,0,2,3,1,1,4,1,-1,4,0,1,3,1,3,6,1,1,4,2,4,4,2,1,3,1,2,6,1,1,2,4,12
